x,y
114.3903989852787,141.3006388158315
116.78190494093678,148.1199187977589
119.6188723717534,154.76623326551845
122.88889594098461,161.21051957701448
126.57767666757901,167.42459850787543
130.66908445198348,173.38129747203152
135.1452286089646,179.05456934052046
139.98653609902308,184.41960633895468
145.17183711631515,189.45294852560684
150.6784576588277,194.1325863757661
156.48231867601922,198.4380570237892
162.55804136038174,202.35053374200578
168.87905812250852,205.85290826520804
175.41772876440274,208.92986560074158
182.14546134303083,211.5679509970717
189.0328371956142,213.7556287779881
196.04973957995657,215.4833327851823
203.16548536729448,216.74350820862355
210.34895921181305,217.53064462182112
217.56874961013563,217.8413000775172
224.79328625583602,217.67411615844634
231.9909780883561,217.02982391734886
239.13035143267518,215.9112406802629
246.18018762568326,214.3232577270747
253.10965952745144,212.27281890319597
259.88846632047114,209.76889025589497
266.48696600741937,206.82242082805288
272.87630502807116,203.4462947807852
279.0285444285771,199.65527505428338
284.91678203139946,195.4659388132336
290.5152700716898,190.89660495909362
295.79952778571356,185.9672540261974
327.0744138817748,122.26249939672564
327.74267153757853,115.06699302723894
327.9339129125542,107.84305317807342
327.6473017568279,100.622268300148
326.884091348059,93.43621304849489
325.64761901117566,86.31631021432744
323.9432915251021,79.29369332116872
321.77856148029,72.39907048587517
319.1628946904367,65.66259013985452
316.1077288008904,59.113709197646386
312.6264232747372,52.78106424932988
308.73420097526804,46.69234634000125
304.44808160027105,40.87417988387962
299.78680725922334,35.352006242517504
294.77076051881517,30.149972476200304
289.4218752751717,25.290825754995396
283.763540842506,20.795813891165224
277.8204996775995,16.684592427890536
271.6187391873335,12.975138690581048
265.1853780923711,9.68367317660578
258.54854784389204,6.824588627184866
251.73726961191414,4.410387091594544
244.78132738310072,2.451625258886324
237.7111377229656,0.9568682961721322
230.5576167719708,-0.06734760467239198
223.3520450571107,-0.6165438081118282
216.12593071012648,-0.6883188188846674
208.91087169046247,-0.2823587831310874
201.73841761542982,0.5995611392040843
194.63993180175703,1.953584536693981
187.64645412178592,3.77379060953578
180.78856527400782,6.05222005970171
174.09625306144943,8.778909894924226
167.5987812626408,11.941936994326184
161.3245616685574,15.52747024519472
155.30102984508707,19.51983102291814
149.55452516428124,23.901561749621834
144.11017562898235,28.65350223171488
138.9917879944614,33.754873442541154
134.2217436675341,39.183368383776056
129.82090083836377,44.91524962825454
125.80850327290274,50.92545311770023
122.20209616480007,57.18769776147538
119.01744941473416,63.67460035710289
116.26848867264933,70.35779533004363
113.96723444443188,77.20805876913671
112.12374952929633,84.19543621532713
110.74609501772477,91.28937364489406
109.84029504236926,98.45885107442197
109.41031043605254,105.6725182032958
109.45802141205377,112.89883150058876
109.98321934241433,120.10619213689715
110.9836076702149,127.26308415798175
112.45481195183433,134.33821229601634
114.39039898527868,141.30063881583146
99.20336641545326,154.12995901567524
102.17258183085123,161.25933842275907
105.56685625264754,168.19642657721738
109.37380345747447,174.9159089897882
113.57953131624366,181.39326524764206
118.16869248863759,187.60485849309688
123.12454042788687,193.5280216781041
128.4289904914658,199.14114027975359
134.06268593470207,204.42373117495333
140.0050685464803,209.35651738645913
146.23445366928038,213.9214984274959
152.7281093297886,218.10201598826944
159.46233919132467,221.88281472467207
166.41256902537594,225.2500979273519
173.55343638669385,228.19157786800298
180.85888316471136,230.69652063915365
188.30225067355062,232.75578532382684
195.85637693362014,234.36185735213567
203.4936957898071,235.50887592309138
211.18633750456885,236.19265539155708
218.9062304588411,236.4107005423031
226.62520358964414,236.16221569542688
234.3150891905739,235.4481076099097
241.94782570004446,234.2709821747154
249.49556010219294,232.63513489950535
